title,authors,journal,year,pdf_url,pdf_week_code,page_number,entry_index_in_pdf,ingested_at
® Childhood trauma and bipolar affective disorder: is there a linkage?,"Chauhan VS, Sharma M, Chatterjee K, Prakash J, Srivastava K, Chaudhury S",Ind. Psychiatry J.,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,46,46,2025-09-18T00:44:37.472043
® Documentation of trauma-informed care elements for young people hospitalized after assault trauma,"Zufer I, Fix RL, Stone E, Cane R, Sakran JV, Nasr I, Hoops K",J. Surg. Res.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,47,47,2025-09-18T00:44:37.472043
"® Evaluation of quantitative pupillometry in acute postinjury pediatric concussion - Heyming T, Knudsen-Robbins C, Schomberg J, Hayakawa J, Lara B, Bacon K, Valdez B, Wickens M, Shelton SK, Romain J, Wallace E, Taraman S, Loudon W, Pearson R. Pediatr. Neurol. 2024; 153: 103-112. Everyday discrimination and risk for clinical depression among a community sample of undocumented Latino immigrants in the United States","Cobb CL, Watkins L, Schwartz SJ, Romero SA, Martínez CRJ",Psychiatry Res.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,48,48,2025-09-18T00:44:37.472043
"® Factors influencing occupational stress perceived by emergency nurses during prehospital care: a systematic review - Montero-Tejero DJ, Jiménez-Picón N, Gómez-Salgado J, Vidal-Tejero E, Fagundo-Rivera J. Psychol. Res. Behav. Manag. 2024; 17: 501-528. Factors predicting 90-day readmissions for US older adult burn patients from the 2016-2018 Nationwide Readmissions Database","Yi Y, Vrouwe SQ, Gottlieb LJ, Rubin DS",J. Burn Care Res.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,49,49,2025-09-18T00:44:37.472043
® Impact of army morale on suicidal ideation: the mediating role of grit and the moderating role of social support in a Chinese Navy population,"Chen O, Liu R, Zhao X",Mil. Psychol.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,50,50,2025-09-18T00:44:37.472043
"® Intimate partner violence screening for women in the Veterans Health Administration: temporal trends from the early years of implementation 2014-2020 - Miller CJ, Stolzmann K, Dichter ME, Adjognon OL, Brady JE, Portnoy GA, Gerber MR, Iqbal S, Iverson KM. J. Aggression Maltreat. Trauma 2023; 32(7-8): 960-978. Management patterns of multiple magnet ingestion reported to New Jersey Poison Information and Education System","Nguyen TAT, Calello DP, Ruck B, Loughran DE, Greller HA, Meaden CW",J. Pediatr. Gastroenterol. Nutr.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,51,51,2025-09-18T00:44:37.472043
"® Perspectives of suicide loss survivors: qualitative analysis of data from a psychological autopsy study of U.S. Army soldiers - Zuromski KL, Wilks CR, Al-Suwaidi M, Wittler E, Scherban L, Hite B, Raymond LT, Dempsey CL, Stein MB, Ursano RJ, Benedek D, Nock MK. Suicide Life Threat. Behav. 2024; ePub(ePub): ePub. Physical punishment and effective verbal communication in children aged 9-36 months, according to sex: secondary analysis of a national survey","Illachura VC, Montesinos-Malpartida MI, Bellido-Boza L, Puyén ZM, Blitchtein-Winicki D",BMC Pediatr.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,52,52,2025-09-18T00:44:37.472043
"® Psychological, cognitive, and physiological impact of hazards casualties' trainings on first responders: the example of a chemical and radiological training. An exploratory study","Giaume L, Le Roy B, Daniel Y, Lauga Cami H, Jost D, Travers S, Trousselard M",Front. Psychol.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,53,53,2025-09-18T00:44:37.472043
® Sexual education experiences and curriculum recommendations from survivors of sexual violence: a mixed method study,"Denning DM, Newlands R, Bennett N, Benuto LT",J. Aggression Maltreat. Trauma,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,54,54,2025-09-18T00:44:37.472043
® The day-to-day relationship between posttraumatic stress symptoms and social support after sexual assault,"Howe ES, Dworkin ER",Eur. J. Psychotraumatol.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,55,55,2025-09-18T00:44:37.472043
® Adaptive model predictive fault-tolerant control for four-wheel independent steering vehicles with sensitivity estimation,"Oh SC, Song TJ, Kim MJ, Oh KS",Int. J. Automot. Technol.,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,57,57,2025-09-18T00:44:37.472043
® CNN-based object detection and distance prediction for autonomous driving using stereo images,"Song JG, Lee JW",Int. J. Automot. Technol.,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,58,58,2025-09-18T00:44:37.472043
® Effect of advanced rider assistance system on powered two wheelers crashes,"Ait-Moula A, Riahi E, Serre T",Heliyon,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,59,59,2025-09-18T00:44:37.472043
® Exploring heterogeneity in car-following behaviors based on driver visual characteristics: modeling and calibration,"Bai C, Jing J, Liu B, Yao W, Yang C, Alagbé AJ, Jin S",J. Adv. Transp.,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,60,60,2025-09-18T00:44:37.472043
® Investigating the dynamics of collective behavior among pedestrians crossing roads: a multi- user virtual reality approach,"Kwon JH, Won J, Cho GH",Accid. Anal. Prev.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,61,61,2025-09-18T00:44:37.472043
"® Multi-objective deep reinforcement learning approach for adaptive traffic signal control system with concurrent optimization of safety, efficiency, and decarbonization at intersections","Zhang G, Chang F, Jin J, Yang F, Huang H",Accid. Anal. Prev.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,62,62,2025-09-18T00:44:37.472043
"® Road accidents on Indian National highways, ambulance reachability and transportation of injured to trauma facility: survey-based introspection of golden hour - Giribabu D, Ghosh K, Hari R, Chadha I, Rathore S, Kumar G, Roy S, Joshi NK, Bharadwaj P, Bera AK, Srivastav SK. J. Family Med. Prim. Care 2024; ePub(ePub): ePub. Safety assessment of sand casting explosion accidents by testing cavity pressure of the sand mold to protect employee health","Xu Q, Zhu Y, Qi S, Xu K, Li B, Geng S",Heliyon,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,63,63,2025-09-18T00:44:37.472043
® Strategies and challenges of a safe fireplace program in rural Kenya: a qualitative study,"Hunter MA, Sylvester K, Rencken C, White RE, Harrington DT, Vivier PM, Parker RK",J. Burn Care Res.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,64,64,2025-09-18T00:44:37.472043
® Vehicle speed and position estimation considering microscopic heterogeneous car-following characteristics in connected vehicle environments,"Xia HQ, Liu XM, Ma ZC, Zhu F, Zhang L, Zhao YJ, Wang YR",J. Adv. Transp.,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,65,65,2025-09-18T00:44:37.472043
® Seismic landslide susceptibility assessment using principal component analysis and support vector machine,"Xu Z, Che A, Zhou H",Sci. Rep.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,66,66,2025-09-18T00:44:37.472043
"® Ergonomics, Human Factors, Anthropometrics, Physiology ""It´s like walking in a bubble"", nursing students´ perspectives on age suit simulation in a home environment - group interviews from reflection seminars","Bouwmeester Stjernetun B, Gillsjö C, Odzakovic E, Hallgren J",BMC Nurs.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,67,67,2025-09-18T00:44:37.472043
® Analysis of coping capacities and cognitive biases of novice drivers-a questionnaire-based study,"Xiang W, Zhang Y, Pan X, Liu X, Xu G",PLoS One,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,68,68,2025-09-18T00:44:37.472043
® Child car seats (restraints): lifesavers or hindrances?,Kempen A,Servamus (Pretoria),2024,https://www.safetylit.org/week/2024/240225.pdf,240225,69,69,2025-09-18T00:44:37.472043
® Effect of dual-task training on balance in older adults: a systematic review and meta-analysis,"Ercan Yildiz S, Fidan O, Gulsen C, Colak E, Genç GA",Arch. Gerontol. Geriatr.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,70,70,2025-09-18T00:44:37.472043
® Factors associated with aggression in schizophrenia-a cross-sectional study,"Bhavana M, Vydyanath G, Lakshmi DV",Ind. Psychiatry J.,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,71,71,2025-09-18T00:44:37.472043
"® Independent predictors of mortality for critically ill patients with polytrauma: a single center, retrospective study","Zhou P, Ling L, Xia X, Yuan H, Guo Z, Feng Q, Ma J",Heliyon,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,72,72,2025-09-18T00:44:37.472043
"® Mediational pathways between aggregate genetic liability and nonfatal suicide attempt: a Swedish population-based cohort - Lannoy S, Ohlsson H, Stephenson M, Sundquist J, Sundquist K, Edwards AC. Am. J. Med. Genet. B Neuropsychiatr. Genet. 2024; ePub(ePub): ePub. Model predictive control based multifunctional advanced driver-assistance system specialized for rear-end collision avoidance","Lee H, Choi SB",Int. J. Automot. Technol.,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,73,73,2025-09-18T00:44:37.472043
® Physical therapy and risk of falls among patients with dizziness-reply,"Marmor S, Karaca-Mandic P, Adams ME",JAMA Otolaryngol. Head Neck Surg.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,74,74,2025-09-18T00:44:37.472043
® Rodenticide poisoning leading to cerebral hemorrhage: a case report,"He QK, Wu YH, Lu XY, Liu MW",Medicine (Baltimore),2024,https://www.safetylit.org/week/2024/240225.pdf,240225,75,75,2025-09-18T00:44:37.472043
"® Effects of active vitamin D analogues on muscle strength and falls in elderly people: an updated meta-analysis - Xiong A, Li H, Lin M, Xu F, Xia X, Dai D, Sun R, Ling Y, Qiu L, Wang R, Ding Y, Xie Z. Front. Endocrinol. (Lausanne) 2024; 15: e1327623. Effects of square dance exercise on cognitive function in elderly individuals with mild cognitive impairment: the mediating role of balance ability and executive function","Wang H, Pei Z, Liu Y",BMC Geriatr.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,78,78,2025-09-18T00:44:37.472043
® Characteristics of sudden unexpected infant deaths on shared and nonshared sleep surfaces,"Erck Lambert AB, Shapiro-Mendoza CK, Parks SE, Cottengim C, Faulkner M, Hauck FR",Pediatrics,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,80,80,2025-09-18T00:44:37.472043
® Health warning labels on cannabis products. What is the best design?,"Gantiva C, Illidge-Cortes J, González-Millares D, Maldonado-Hoyos V, Valencia L",Int. J. Drug Policy,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,81,81,2025-09-18T00:44:37.472043
"® ""If I knew you were a travesti, I wouldn't have touched you"":Iatrogenic violence and trans necropolitics in Turkey",Atuk T,Soc. Sci. Med.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,83,83,2025-09-18T00:44:37.472043
® An improved Simon reaction method to discriminate between methamphetamine and false- positive substances,"Saito K, Mamiya Y, Kawakami M, Ito R",J. Forensic Sci.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,84,84,2025-09-18T00:44:37.472043
® Co-designing an outreach intervention for women experiencing street-involvement and gender-based violence: community-academic partnerships in action,"Bungay V, Dewar L, Schoening M, Guta A, Leiper W, Jiao S",Violence Against Women,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,85,85,2025-09-18T00:44:37.472043
"® Epidemiology of asylum seekers and refugees at the Mexico-US border: a cross-sectional analysis from the migrant settlement camp in Matamoros, Mexico - Reynolds CW, Cheung AW, Draugelis S, Bishop S, Mohareb AM, Almaguer EMM, López YB, Guerra LE, Rosenbloom R, Hua J, VanWinkle C, Vadlamudi P, Kotagal V, Schmitzberger F. BMC Public Health 2024; 24(1): e489. Evaluating sustainable mobility: motorized and non-motorized modes in suburban areas of Thailand","Iamtrakul P, Klaylee J, Raungratanaamporn IS",Eval. Rev.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,86,86,2025-09-18T00:44:37.472043
® Girls and gangs: a decade on from the Firmin report and what has changed?,"Jump D, Horan R",Violence Against Women,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,87,87,2025-09-18T00:44:37.472043
® Investigating pedestrian-vehicle crashes on interstate highways: applying random parameter binary logit model with heterogeneity in means,"Hossain A, Sun X, Das S, Jafari M, Rahman A",Accid. Anal. Prev.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,88,88,2025-09-18T00:44:37.472043
® New European agreement on gender-based violence,Thornton J,Lancet,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,89,89,2025-09-18T00:44:37.472043
"® Prevalence and correlates of depressive disorders in commercially sexual exploited children: a cross-sectional study in Mombasa, Kenya - Sidi A, Kiio M, Mwangi N, Olum M, Githinji G, Maina K, Kithinji C, Kaloki F, Temmerman M, Manguro G. Child Abuse Negl. 2024; 149: e106690. Prevalence and correlates of post-traumatic stress disorder among internal displaced people in Qoloji Camps, Somali regional state, eastern Ethiopia","Muhummed AM, Jibril MK, Yimam AA, Ali SY",Int. J. Psychiatry Med.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,90,90,2025-09-18T00:44:37.472043
® Safety evaluation for automated vehicles in intersection crossing,"Kim SW, Kim DH, Kim DH, Park MY, Jeong J",Int. J. Automot. Technol.,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,91,91,2025-09-18T00:44:37.472043
® The Australian Child Maltreatment Study: national prevalence and associated health outcomes of child abuse and neglect,Mathews B,Med. J. Aust.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,92,92,2025-09-18T00:44:37.472043
® The International Association of Dental Traumatology (IADT) and the Academy for Sports Dentistry (ASD) guidelines for prevention of traumatic dental injuries: Part 6: education,"Tewari N, Abbott PV, O'Connell AC, Mills SC, Stasiuk H, Roettger M, Levin L",Dent. Traumatol.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,93,93,2025-09-18T00:44:37.472043
"® Traffic light optimization with low penetration rate vehicle trajectory data - Wang X, Jerome Z, Wang Z, Zhang C, Shen S, Kumar VV, Bai F, Krajewski P, Deneau D, Jawad A, Jones R, Piotrowicz G, Liu HX. Nat. Commun. 2024; 15(1): e1306. Trends and factors associated with illicit drug use in South Africa: findings from multiple national population-based household surveys, 2002-2017","Mutai KK, Stone J, Scheibe A, Fraser H, Johnson LF, Vickerman P",Int. J. Drug Policy,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,94,94,2025-09-18T00:44:37.472043
® Investigating the psychological impact of cyber-sexual harassment,"Iroegbu M, O'Brien F, Muñoz LC, Parsons G",J. Interpers. Violence,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,96,96,2025-09-18T00:44:37.472043
® Nationwide aquatic envenomations reported to US Poison Control Centers from 2011 to 2020,"Kirchberg TN, Cantrell FL, Coffey CH, Tomaszewski C",Wilderness Environ. Med.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,98,98,2025-09-18T00:44:37.472043
"® Association of nurse managers' paternalistic leadership and nurses' perceived workplace bullying: the mediating effect of organizational climate - Peng X, Zeng Q, Yang D, Cheng Y, Zhao S, Song J, Qin Y, Gao Z, Chen Y, Zhang F, Huang L, Mo B, Liu Y. J. Adv. Nurs. 2024; ePub(ePub): ePub. Associations between nurse characteristics, institutional characteristics and perceived nurse knowledge and self-efficacy of reporting suspected child abuse and neglect","Winqust A, Burduli E, Eddy LL, Landis T, Fraser J, Barbosa Leiker C",J. Clin. Nurs.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,99,99,2025-09-18T00:44:37.472043
® Emergency department violence: a growing challenge for healthcare workers in Saudi Arabia,"Alobaidan F, Al-Bazroun MI, Al Aman H, Al Jaroudi S, Al Qattan A, Hbiesheh A, Al Nassar H",Cureus,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,100,100,2025-09-18T00:44:37.472043
® Impact of job embeddedness on miners' safety performance: the role of perceived insider status and safety climate,"Han C, Jizu L",Int. J. Occup. Safety Ergonomics,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,101,101,2025-09-18T00:44:37.472043
® Racism and violence in policing: perspectives from a juvenile prison,Fix RL,J. Community Psychol.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,102,102,2025-09-18T00:44:37.472043
® The safety management and organizational resilience system maturity of aviation organizations during the COVID-19 pandemic: comparison of two approaches to achieving safety,"Ewertowski T, Kuźmiński P",Sustainability (Basel),2024,https://www.safetylit.org/week/2024/240225.pdf,240225,103,103,2025-09-18T00:44:37.472043
® Comparison of pediatric pelvic fractures and associated injuries caused by different types of road traffic accidents,"Song BJ, Wang Q, Feng W, Zhu DJ, Zhang XJ",Chin. J. Traumatol.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,104,104,2025-09-18T00:44:37.472043
"® Poisoning A randomized controlled trial protocol for a virtual, scalable suicide prevention gatekeeper training program for community pharmacy staff (Pharm-SAVES)","Lavigne JE, Stover AN, Gamble A, Tudor G, Cross WF, Carpenter DM",Contemp. Clin. Trials Commun.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,106,106,2025-09-18T00:44:37.472043
"® Marine envenomation in Okinawa: overview and treatment concept - Hughey SB, Kotler JA, Ozaki Y, Itani Y, Fukuzawa F, Yanagimoto T, Takamatsu K, Koito S, Suzuki H, Nishihira Y, Hughey AC, Nagata T. Wilderness Environ. Med. 2024; ePub(ePub): ePub. Nationwide aquatic envenomations reported to US Poison Control Centers from 2011 to 2020","Kirchberg TN, Cantrell FL, Coffey CH, Tomaszewski C",Wilderness Environ. Med.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,107,107,2025-09-18T00:44:37.472043
"® Toxicovigilance 2.0 - modern approaches for the hazard identification and risk assessment of toxicants in human beings: A review - Niżnik, Toporowska-Kaźmierak J, Jabłońska K, Głąb N, Stach S, Florek J, Sowińska M, Adamczyk A, Jurowski K. Toxicology 2024; ePub(ePub): ePub. Understanding determinants related to farmers' protective measures towards pesticide exposure: a systematic review","Kangavari M, Sarvi M, Afshari M, Maleki S",PLoS One,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,108,108,2025-09-18T00:44:37.472043
® Challenges and reactions of families of women survived self-immolation: a qualitative study in western Iran,"Yoosefi Lebni J, Saki M, Ziapour A, Ahmadi A, Yavari Panah N, Khosravi B",Psychol. Trauma,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,109,109,2025-09-18T00:44:37.472043
® Safety and treatment efficacy of intensified transcranial direct current stimulation for posttraumatic stress disorder after sexual assault: a case report,"Alizadehgoradel J, Shirani Z, Razavi SD, Amini M, Taherifard M, Kranz GS",J. ECT,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,110,110,2025-09-18T00:44:37.472043
® Acute hand injury in surfing: a case report,"Yoshimura R, Kamble R, Dunlop R, Wormald J",Wilderness Environ. Med.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,111,111,2025-09-18T00:44:37.472043
"® In response to a survey of ski patrols in the United States comparing medical direction, patroller training, and patient care by Fell et al. [letter]",Allen C,Wilderness Environ. Med.,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,112,112,2025-09-18T00:44:37.472043
® Risk reduction of concussion in athletes: do neck size or neck strength make a difference?,"Silverman S, Vidt ME, Hong JS, Grafton LM",Am. J. Phys. Med. Rehabil.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,113,113,2025-09-18T00:44:37.472043
® The International Association of Dental Traumatology (IADT) and the Academy for Sports Dentistry (ASD) guidelines for prevention of traumatic dental injuries: Part 1: general introduction,"Levin L, O'Connell AC, Tewari N, Mills SC, Stasiuk H, Roettger M, Abbott PV",Dent. Traumatol.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,114,114,2025-09-18T00:44:37.472043
® Understanding the impact: an investigation into the National Brain Injury Awareness Week and public interest regarding concussion in Australia,"Ansari S, Rostami M, Kidgell D",Public Health,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,115,115,2025-09-18T00:44:37.472043
® A latent class analysis of campus sexual violence experiences based on its forms and consequences,"Théorêt V, Hébert M, Bergeron M, Daigneault I, Dion J, Paquette G",J. Aggression Maltreat. Trauma,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,116,116,2025-09-18T00:44:37.472043
® Adipose tissue deposition region affects fall risk in people with obesity: a systematic review and meta-analysis,"Ahn J, Simpkins C, Yang F",Obes. Res. Clin. Pract.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,117,117,2025-09-18T00:44:37.472043
® Analysis of injury severity of drivers involved different types of two-vehicle crashes using random-parameters logit models with heterogeneity in means and variances,"Wu Q, Song D, Wang C, Chen F, Cheng J, Easa SM, Yang Y, Yang W",J. Adv. Transp.,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,118,118,2025-09-18T00:44:37.472043
"® Associations of externalizing polygenic scores with externalizing disorders among Mexican youth - Martinez-Levy GA, Maya-Martínez M, García-Marín LM, Díaz-Torres S, Gómez LM, Benjet C, Renteria ME, Cruz- Fuentes CS, Rabinowitz JA. J. Psychiatr. Res. 2024; 171: 346-353. Augmented reality for supporting the interaction between pedestrians and automated vehicles: an experimental outdoor study","Aleva TK, Tabone W, Dodou D, de Winter JCF",Front. Robot. AI,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,119,119,2025-09-18T00:44:37.472043
® Characteristics of and variation in suicide mortality related to retirement during the Great Recession: perspectives from the National Violent Death Reporting System,"Ananthasubramaniam A, Jurgens D, Kahsay E, Mezuk B",Gerontologist,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,120,120,2025-09-18T00:44:37.472043
® Cooperative adaptive sliding mode platoon control of intelligent connected vehicles under communication interruption,"Liu G, Zhao R, Su M",Int. J. Automot. Technol.,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,121,121,2025-09-18T00:44:37.472043
® Depression in the field of tension of gender roles,"Friedel E, Abels I, Henze GI, Haering S, Buspavanich P, Stadler T","Nervenarzt, Der",2024,https://www.safetylit.org/week/2024/240225.pdf,240225,122,122,2025-09-18T00:44:37.472043
"® E-scooter accidents-epidemiology and injury patterns: 3-year results from a level 1 trauma center in Germany - Linhart C, Jägerhuber L, Ehrnthaller C, Schrempf J, Kußmaul AC, Neuerburg C, Böcker W, Lampert C. Arch. Orthop. Trauma Surg. 2024; ePub(ePub): ePub. Eco-speed harmonization with partially connected and automated traffic at an isolated intersection","Kang Z, An L, Lai J, Yang X, Sun W",J. Adv. Transp.,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,123,123,2025-09-18T00:44:37.472043
® Electric bicycle injuries and hospitalizations,"Fernandez AM, Li KD, Patel HV, Allen IE, Ghaffar U, Hakam N, Breyer BN",JAMA Surg.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,124,124,2025-09-18T00:44:37.472043
"® Examining interactions between polygenic scores and interpersonal trauma exposure on alcohol consumption and use disorder in an ancestrally diverse college cohort - Sheerin CM, O'Hara-Payne RK, Lancaster EE, Suarez-Rivas H, Chatzinakos C, Prom-Wormley EC, Peterson RE. Front. Genet. 2023; 14: e1274381. Examining the impact of a health report card on follow through with fall risk recommendations: an observational study","Kehrer-Dunlap AL, Bollinger RM, Holden B, Ances BM, Stark S",BMC Geriatr.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,125,125,2025-09-18T00:44:37.472043
® Extraction frequent patterns in trauma dataset based on automatic generation of minimum support and feature weighting,"Kohzadi Z, Nickfarjam AM, Arani LS, Kohzadi Z, Mahdian M",BMC Med. Res. Methodol.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,126,126,2025-09-18T00:44:37.472043
® Global prevalence of intimate partner violence during the COVID-19 pandemic among women: systematic review and meta-analysis,"Kifle ME, Aychiluhm SB, Anbesu EW",BMC Womens Health,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,127,127,2025-09-18T00:44:37.472043
"® Impact of extreme weather events on mental health in South and Southeast Asia: a two decades of systematic review of observational studies - Patwary MM, Bardhan M, Haque MA, Moniruzzaman S, Gustavsson J, Khan MMH, Koivisto J, Salwa M, Mashreky SR, Rahman AKMF, Tasnim A, Islam MR, Alam MA, Hasan M, Harun MAYA, Nyberg L, Atikul Islam M. Environ. Res. 2024; ePub(ePub): ePub. Impact of poverty and adversity on perceived family support in adolescence: findings from the UK Millennium Cohort Study - Adjei NK, Jonsson KR, Straatmann VS, Melis G, McGovern R, Kaner E, Wolfe I, Taylor-Robinson DC. Eur. Child Adolesc. Psychiatry 2024; ePub(ePub): ePub. Improper restraint use in fatal pediatric motor vehicle collisions - Ramsey WA, Collie BL, Huerta CT, Swafford EP, Jones AK, O'Neil CF, Gilna GP, Saberi RA, Lyons NB, Urrechaga EM, Pilarski M, Meizoso JP, Sola JE, Perez EA, Thorson CM. J. Pediatr. Surg. 2024; ePub(ePub): ePub. Improved predictive model of drivers' subjective perception of vehicle reaction under aerodynamic excitations","Kumar A, Sällström E, Sebben S, Jacobson B",Int. J. Automot. Technol.,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,128,128,2025-09-18T00:44:37.472043
"® Intimate partner violence screening for women in the Veterans Health Administration: temporal trends from the early years of implementation 2014-2020 - Miller CJ, Stolzmann K, Dichter ME, Adjognon OL, Brady JE, Portnoy GA, Gerber MR, Iqbal S, Iverson KM. J. Aggression Maltreat. Trauma 2023; 32(7-8): 960-978. Investigating pedestrian-vehicle crashes on interstate highways: applying random parameter binary logit model with heterogeneity in means","Hossain A, Sun X, Das S, Jafari M, Rahman A",Accid. Anal. Prev.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,129,129,2025-09-18T00:44:37.472043
® Longitudinal examination of alcohol demand and alcohol-related reinforcement as predictors of heavy drinking and adverse alcohol consequences in emerging adults,"Bird BM, Belisario K, Minhas M, Acuff SF, Ferro MA, Amlung MT, Murphy JG, Mackillop J",Addiction,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,130,130,2025-09-18T00:44:37.472043
® Model predictive control based multifunctional advanced driver-assistance system specialized for rear-end collision avoidance,"Lee H, Choi SB",Int. J. Automot. Technol.,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,131,131,2025-09-18T00:44:37.472043
® Oral ingestion of an iron-containing hand warmer in a pediatric patient,"Hardin JR, Suzuki E, Seltzer JA, Suhandynata RT, Sivagnanam M, Lasoff DR",Wilderness Environ. Med.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,132,132,2025-09-18T00:44:37.472043
"® Physical punishment and effective verbal communication in children aged 9-36 months, according to sex: secondary analysis of a national survey","Illachura VC, Montesinos-Malpartida MI, Bellido-Boza L, Puyén ZM, Blitchtein-Winicki D",BMC Pediatr.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,133,133,2025-09-18T00:44:37.472043
"® Project Safe Guard: challenges and opportunities of a universal rollout of peer-delivered lethal means safety counseling at a US military installation - Stanley IH, Anestis MD, Bryan CJ, Moceri-Brooks J, Baker JC, Buck-Atkinson J, Bryan ABO, Johnson M, Hunter K, Johnson RL, Xiao M, Betz ME. Suicide Life Threat. Behav. 2024; ePub(ePub): ePub. Promoting scientific understanding and conceptual change in young children using explanations and guidance","Venkadasalam VP, Larsen NE, Ganea PA",Dev. Psychol.,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,134,134,2025-09-18T00:44:37.472043
® Research and deduction of car-to-TW vehicle AEB test scenarios based on improved clustering methods,"Dong X, Zhang Q, Zhang D, Wang C, Zhang T",J. Adv. Transp.,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,135,135,2025-09-18T00:44:37.472043
® Safe not soft: trauma- and violence-informed practice with perpetrators as a means of increasing safety,"Scott KL, Jenney A",J. Aggression Maltreat. Trauma,2023,https://www.safetylit.org/week/2024/240225.pdf,240225,136,136,2025-09-18T00:44:37.472043
® Spatio-temporal dynamics of vehicles: fusion of traffic data and context information,"Bolaños-Martinez D, Bermudez-Edo M, Garrido JL, Delgado-Márquez BL",Data Brief,2024,https://www.safetylit.org/week/2024/240225.pdf,240225,137,137,2025-09-18T00:44:37.472043
